//X;Y;Z;Nx;Ny;Nz
409.60;163.05;22.17;-0.928981;0.118680;-0.350585
409.34;163.34;22.95;-0.928981;0.118680;-0.350585
409.68;163.45;22.10;-0.928981;0.118680;-0.350585
409.28;162.93;22.98;-0.928981;0.118680;-0.350585
409.44;163.00;22.57;-0.928981;0.118680;-0.350585
409.56;162.65;22.14;-0.928981;0.118680;-0.350585
409.53;163.40;22.47;-0.928981;0.118680;-0.350585
409.92;163.84;21.60;-0.928981;0.118680;-0.350585
409.41;162.56;22.51;-0.928981;0.118680;-0.350585
410.01;163.61;21.26;-0.928981;0.118680;-0.350585
409.34;162.17;22.57;-0.928981;0.118680;-0.350585
409.24;162.51;22.94;-0.928981;0.118680;-0.350585
409.85;163.44;21.65;-0.928981;0.118680;-0.350585
409.79;163.04;21.67;-0.928981;0.118680;-0.350585
410.08;164.05;21.25;-0.928981;0.118680;-0.350585
409.54;164.25;22.67;-0.928023;0.093208;-0.360673
409.33;164.12;23.18;-0.928023;0.093208;-0.360673
410.22;164.25;20.94;-0.928023;0.093208;-0.360673
409.34;163.73;23.06;-0.928023;0.093208;-0.360673
409.23;164.59;23.58;-0.928023;0.093208;-0.360673
409.94;164.25;21.65;-0.928023;0.093208;-0.360673
409.39;164.53;23.16;-0.928023;0.093208;-0.360673
409.74;164.24;22.18;-0.928023;0.093208;-0.360673
409.54;163.81;22.58;-0.928023;0.093208;-0.360673
409.54;164.65;22.79;-0.928023;0.093208;-0.360673
409.73;163.84;22.09;-0.928023;0.093208;-0.360673
409.28;166.16;23.76;-0.930941;0.067536;-0.358869
409.60;165.88;22.88;-0.930941;0.067536;-0.358869
409.94;166.64;22.13;-0.930941;0.067536;-0.358869
409.74;166.21;22.58;-0.930941;0.067536;-0.358869
409.24;165.35;23.70;-0.930941;0.067536;-0.358869
410.34;167.06;21.17;-0.930941;0.067536;-0.358869
409.34;166.58;23.68;-0.930941;0.067536;-0.358869
409.95;166.23;22.06;-0.930941;0.067536;-0.358869
409.45;165.75;23.23;-0.930941;0.067536;-0.358869
410.18;166.62;21.52;-0.930941;0.067536;-0.358869
409.60;166.31;22.97;-0.930941;0.067536;-0.358869
409.39;165.34;23.32;-0.930941;0.067536;-0.358869
409.49;166.54;23.28;-0.930941;0.067536;-0.358869
409.31;165.78;23.62;-0.930941;0.067536;-0.358869
409.79;166.62;22.52;-0.930941;0.067536;-0.358869
409.44;166.13;23.35;-0.930941;0.067536;-0.358869
409.34;166.98;23.74;-0.930480;0.040456;-0.364101
410.14;167.39;21.75;-0.930480;0.040456;-0.364101
409.24;168.20;24.12;-0.930480;0.040456;-0.364101
409.72;166.96;22.75;-0.930480;0.040456;-0.364101
409.65;167.34;22.97;-0.930480;0.040456;-0.364101
409.99;167.44;22.12;-0.930480;0.040456;-0.364101
409.89;167.04;22.33;-0.930480;0.040456;-0.364101
409.34;167.39;23.78;-0.930480;0.040456;-0.364101
410.19;167.02;21.58;-0.930480;0.040456;-0.364101
410.04;167.01;21.95;-0.930480;0.040456;-0.364101
409.22;167.78;24.12;-0.930480;0.040456;-0.364101
409.81;167.35;22.56;-0.930480;0.040456;-0.364101
409.50;167.31;23.36;-0.930480;0.040456;-0.364101
409.54;166.93;23.22;-0.930480;0.040456;-0.364101
409.73;167.75;22.81;-0.930480;0.040456;-0.364101
409.54;167.71;23.32;-0.930480;0.040456;-0.364101
409.38;167.81;23.72;-0.930480;0.040456;-0.364101
410.34;169.97;21.38;-0.931264;0.014052;-0.364074
409.54;169.07;23.38;-0.931264;0.014052;-0.364074
409.34;169.86;23.94;-0.931264;0.014052;-0.364074
409.53;169.46;23.44;-0.931264;0.014052;-0.364074
409.40;169.09;23.76;-0.931264;0.014052;-0.364074
409.34;169.45;23.92;-0.931264;0.014052;-0.364074
409.73;169.35;22.92;-0.931264;0.014052;-0.364074
409.89;169.40;22.52;-0.931264;0.014052;-0.364074
409.51;169.86;23.50;-0.931264;0.014052;-0.364074
409.39;168.65;23.76;-0.931264;0.014052;-0.364074
409.24;169.04;24.15;-0.931264;0.014052;-0.364074
410.20;169.82;21.72;-0.931264;0.014052;-0.364074
410.03;169.65;22.17;-0.931264;0.014052;-0.364074
409.90;169.83;22.51;-0.931264;0.014052;-0.364074
409.73;168.95;22.90;-0.931264;0.014052;-0.364074
409.24;168.60;24.15;-0.931264;0.014052;-0.364074
409.74;169.77;22.90;-0.931264;0.014052;-0.364074
409.80;170.21;22.76;-0.931294;-0.011497;-0.364086
410.45;170.24;21.10;-0.931294;-0.011497;-0.364086
410.08;170.45;22.04;-0.931294;-0.011497;-0.364086
409.54;170.26;23.42;-0.931294;-0.011497;-0.364086
410.08;170.04;22.04;-0.931294;-0.011497;-0.364086
410.35;170.55;21.35;-0.931294;-0.011497;-0.364086
410.49;171.07;20.97;-0.931294;-0.011497;-0.364086
410.20;170.66;21.71;-0.931294;-0.011497;-0.364086
410.21;170.25;21.71;-0.931294;-0.011497;-0.364086
409.95;170.21;22.38;-0.931294;-0.011497;-0.364086
410.60;170.26;20.70;-0.931294;-0.011497;-0.364086
410.54;170.67;20.86;-0.931294;-0.011497;-0.364086
410.33;170.96;21.37;-0.931294;-0.011497;-0.364086
409.91;170.60;22.46;-0.931294;-0.011497;-0.364086
410.50;172.29;20.82;-0.932373;-0.045641;-0.358605
410.21;172.46;21.54;-0.932373;-0.045641;-0.358605
410.21;173.29;21.45;-0.932373;-0.045641;-0.358605
409.93;173.37;22.16;-0.932373;-0.045641;-0.358605
409.94;172.95;22.17;-0.932373;-0.045641;-0.358605
409.80;173.03;22.54;-0.932373;-0.045641;-0.358605
410.34;171.78;21.29;-0.932373;-0.045641;-0.358605
409.64;173.02;22.95;-0.932373;-0.045641;-0.358605
410.35;172.22;21.22;-0.932373;-0.045641;-0.358605
410.14;173.72;21.57;-0.932373;-0.045641;-0.358605
410.30;173.85;21.13;-0.932373;-0.045641;-0.358605
410.33;173.05;21.15;-0.932373;-0.045641;-0.358605
410.46;173.66;20.73;-0.932373;-0.045641;-0.358605
410.21;172.05;21.59;-0.932373;-0.045641;-0.358605
410.20;172.88;21.51;-0.932373;-0.045641;-0.358605
410.07;172.27;21.93;-0.932373;-0.045641;-0.358605
410.34;173.46;21.08;-0.932373;-0.045641;-0.358605
410.34;172.65;21.17;-0.932373;-0.045641;-0.358605
409.94;173.79;22.09;-0.932373;-0.045641;-0.358605
410.54;171.45;20.82;-0.932373;-0.045641;-0.358605
409.73;172.68;22.76;-0.932373;-0.045641;-0.358605
410.07;173.14;21.83;-0.932373;-0.045641;-0.358605
409.78;173.46;22.53;-0.932373;-0.045641;-0.358605
409.50;173.31;23.28;-0.932373;-0.045641;-0.358605
409.92;172.56;22.27;-0.932373;-0.045641;-0.358605
409.63;173.43;22.92;-0.932373;-0.045641;-0.358605
410.08;172.66;21.87;-0.932373;-0.045641;-0.358605
410.54;171.86;20.76;-0.932373;-0.045641;-0.358605
409.89;174.20;22.13;-0.929696;-0.067638;-0.362064
410.04;174.06;21.78;-0.929696;-0.067638;-0.362064
410.19;174.17;21.37;-0.929696;-0.067638;-0.362064
409.53;174.67;22.95;-0.929696;-0.067638;-0.362064
409.25;174.78;23.66;-0.929696;-0.067638;-0.362064
409.71;174.27;22.57;-0.929696;-0.067638;-0.362064
409.44;173.77;23.37;-0.929696;-0.067638;-0.362064
409.32;173.46;23.73;-0.929696;-0.067638;-0.362064
409.27;174.35;23.68;-0.929696;-0.067638;-0.362064
409.39;174.60;23.33;-0.929696;-0.067638;-0.362064
409.56;174.26;22.96;-0.929696;-0.067638;-0.362064
409.59;173.83;22.96;-0.929696;-0.067638;-0.362064
409.74;173.87;22.57;-0.929696;-0.067638;-0.362064
409.29;173.90;23.73;-0.929696;-0.067638;-0.362064
409.42;174.17;23.35;-0.929696;-0.067638;-0.362064
409.94;176.68;21.37;-0.930551;-0.092920;-0.354175
409.83;176.26;21.78;-0.930551;-0.092920;-0.354175
409.96;175.43;21.64;-0.930551;-0.092920;-0.354175
410.14;176.28;20.94;-0.930551;-0.092920;-0.354175
409.39;176.47;22.86;-0.930551;-0.092920;-0.354175
409.99;176.26;21.35;-0.930551;-0.092920;-0.354175
410.19;176.67;20.72;-0.930551;-0.092920;-0.354175
409.54;176.22;22.55;-0.930551;-0.092920;-0.354175
410.20;175.83;20.91;-0.930551;-0.092920;-0.354175
409.74;176.65;21.90;-0.930551;-0.092920;-0.354175
409.89;175.84;21.71;-0.930551;-0.092920;-0.354175
410.19;175.01;21.15;-0.930551;-0.092920;-0.354175
409.67;176.32;22.18;-0.930551;-0.092920;-0.354175
410.05;175.82;21.32;-0.930551;-0.092920;-0.354175
410.26;175.42;20.87;-0.930551;-0.092920;-0.354175
410.34;175.03;20.77;-0.930551;-0.092920;-0.354175
409.71;175.87;22.18;-0.930551;-0.092920;-0.354175
409.23;176.69;23.24;-0.930551;-0.092920;-0.354175
410.34;174.63;20.86;-0.930551;-0.092920;-0.354175
410.11;175.41;21.26;-0.930551;-0.092920;-0.354175
409.54;176.64;22.43;-0.930551;-0.092920;-0.354175
409.44;177.07;22.55;-0.926636;-0.122179;-0.355554
409.54;177.45;22.18;-0.926636;-0.122179;-0.355554
409.92;177.19;21.27;-0.926636;-0.122179;-0.355554
409.34;177.89;22.53;-0.926636;-0.122179;-0.355554
409.34;177.44;22.69;-0.926636;-0.122179;-0.355554
409.72;177.49;21.69;-0.926636;-0.122179;-0.355554
409.32;176.93;22.92;-0.926636;-0.122179;-0.355554
410.08;177.02;20.92;-0.926636;-0.122179;-0.355554
409.21;177.76;22.91;-0.926636;-0.122179;-0.355554
409.54;177.83;22.04;-0.926636;-0.122179;-0.355554
409.74;177.06;21.78;-0.926636;-0.122179;-0.355554
409.61;176.96;22.15;-0.926636;-0.122179;-0.355554
409.95;177.87;20.92;-0.926553;-0.139466;-0.349356
409.63;178.88;21.34;-0.926553;-0.139466;-0.349356
409.89;178.27;20.89;-0.926553;-0.139466;-0.349356
409.83;178.68;20.90;-0.926553;-0.139466;-0.349356
409.39;179.54;21.72;-0.926553;-0.139466;-0.349356
409.68;179.45;20.98;-0.926553;-0.139466;-0.349356
409.26;179.84;21.95;-0.926553;-0.139466;-0.349356
409.54;179.46;21.35;-0.926553;-0.139466;-0.349356
409.73;178.49;21.25;-0.926553;-0.139466;-0.349356
409.78;179.08;20.87;-0.926553;-0.139466;-0.349356
409.33;180.69;21.33;-0.922902;-0.176126;-0.342390
409.54;180.29;20.97;-0.922902;-0.176126;-0.342390
409.39;180.29;21.38;-0.922902;-0.176126;-0.342390
409.67;179.84;20.85;-0.922902;-0.176126;-0.342390
409.52;179.87;21.23;-0.922902;-0.176126;-0.342390
409.27;180.19;21.75;-0.922902;-0.176126;-0.342390
409.38;181.44;20.75;-0.929331;-0.192034;-0.315384
409.38;181.10;20.96;-0.929331;-0.192034;-0.315384
409.24;181.80;20.95;-0.929331;-0.192034;-0.315384
409.49;180.69;20.87;-0.929331;-0.192034;-0.315384
409.24;181.44;21.17;-0.929331;-0.192034;-0.315384
408.73;182.28;21.93;-0.903469;-0.219684;-0.368080
408.33;182.90;22.56;-0.903469;-0.219684;-0.368080
407.43;183.29;24.54;-0.903469;-0.219684;-0.368080
408.59;182.18;22.35;-0.903469;-0.219684;-0.368080
408.74;182.63;21.71;-0.903469;-0.219684;-0.368080
408.54;182.69;22.16;-0.903469;-0.219684;-0.368080
408.91;181.84;21.76;-0.903469;-0.219684;-0.368080
407.74;183.08;23.90;-0.903469;-0.219684;-0.368080
409.14;182.21;20.97;-0.903469;-0.219684;-0.368080
407.94;182.98;23.47;-0.903469;-0.219684;-0.368080
408.10;182.65;23.27;-0.903469;-0.219684;-0.368080
408.98;182.23;21.36;-0.903469;-0.219684;-0.368080
409.08;181.80;21.37;-0.903469;-0.219684;-0.368080
408.43;182.49;22.55;-0.903469;-0.219684;-0.368080
408.26;182.60;22.91;-0.903469;-0.219684;-0.368080
408.26;184.59;21.67;-0.903432;-0.232061;-0.360497
407.77;184.49;22.96;-0.903432;-0.232061;-0.360497
408.73;183.45;21.21;-0.903432;-0.232061;-0.360497
407.66;184.88;22.97;-0.903432;-0.232061;-0.360497
407.80;184.99;22.55;-0.903432;-0.232061;-0.360497
408.64;184.27;20.91;-0.903432;-0.232061;-0.360497
408.74;183.83;20.94;-0.903432;-0.232061;-0.360497
408.33;184.19;21.74;-0.903432;-0.232061;-0.360497
408.10;184.60;22.06;-0.903432;-0.232061;-0.360497
408.53;184.68;20.92;-0.903432;-0.232061;-0.360497
408.44;183.79;21.74;-0.903432;-0.232061;-0.360497
408.32;185.02;21.24;-0.903432;-0.232061;-0.360497
408.50;184.21;21.32;-0.903432;-0.232061;-0.360497
408.18;184.19;22.12;-0.903432;-0.232061;-0.360497
408.93;183.07;20.95;-0.903432;-0.232061;-0.360497
407.94;185.05;22.17;-0.903432;-0.232061;-0.360497
408.39;184.63;21.30;-0.903432;-0.232061;-0.360497
408.59;183.81;21.34;-0.903432;-0.232061;-0.360497
407.93;184.59;22.48;-0.903432;-0.232061;-0.360497
408.13;185.10;21.65;-0.903432;-0.232061;-0.360497
407.69;187.45;20.97;-0.897548;-0.277424;-0.342700
407.94;186.27;21.26;-0.897548;-0.277424;-0.342700
408.14;186.17;20.82;-0.897548;-0.277424;-0.342700
407.69;187.05;21.29;-0.897548;-0.277424;-0.342700
407.63;186.71;21.73;-0.897548;-0.277424;-0.342700
407.52;186.55;22.13;-0.897548;-0.277424;-0.342700
408.07;185.86;21.27;-0.897548;-0.277424;-0.342700
407.79;186.65;21.34;-0.897548;-0.277424;-0.342700
408.24;185.75;20.91;-0.897548;-0.277424;-0.342700
407.83;187.07;20.91;-0.897548;-0.277424;-0.342700
407.73;186.31;21.77;-0.897548;-0.277424;-0.342700
407.93;186.66;20.96;-0.897548;-0.277424;-0.342700
407.63;187.82;20.82;-0.890077;-0.300682;-0.342568
405.73;190.51;22.98;-0.869771;-0.331705;-0.365335
406.33;189.87;22.13;-0.869771;-0.331705;-0.365335
406.70;189.88;21.23;-0.869771;-0.331705;-0.365335
406.62;189.11;22.11;-0.869771;-0.331705;-0.365335
405.92;190.11;22.87;-0.869771;-0.331705;-0.365335
406.98;189.43;20.97;-0.869771;-0.331705;-0.365335
406.33;190.32;21.71;-0.869771;-0.331705;-0.365335
406.13;189.90;22.57;-0.869771;-0.331705;-0.365335
406.93;188.68;21.76;-0.869771;-0.331705;-0.365335
406.88;189.81;20.86;-0.869771;-0.331705;-0.365335
407.14;188.68;21.27;-0.869771;-0.331705;-0.365335
406.53;190.29;21.26;-0.869771;-0.331705;-0.365335
405.53;190.57;23.37;-0.869771;-0.331705;-0.365335
406.78;189.09;21.74;-0.869771;-0.331705;-0.365335
406.78;189.50;21.38;-0.869771;-0.331705;-0.365335
406.63;189.47;21.77;-0.869771;-0.331705;-0.365335
406.52;189.85;21.67;-0.869771;-0.331705;-0.365335
406.93;189.12;21.36;-0.869771;-0.331705;-0.365335
406.73;190.20;20.85;-0.869771;-0.331705;-0.365335
406.18;190.27;22.11;-0.869771;-0.331705;-0.365335
406.33;189.40;22.54;-0.869771;-0.331705;-0.365335
406.00;190.32;22.50;-0.869771;-0.331705;-0.365335
406.46;189.47;22.16;-0.869771;-0.331705;-0.365335
405.86;192.21;20.95;-0.863111;-0.367707;-0.346167
405.36;192.29;22.13;-0.863111;-0.367707;-0.346167
405.52;192.73;21.26;-0.863111;-0.367707;-0.346167
405.71;191.77;21.78;-0.863111;-0.367707;-0.346167
406.19;191.47;20.90;-0.863111;-0.367707;-0.346167
405.69;192.28;21.31;-0.863111;-0.367707;-0.346167
406.04;191.48;21.27;-0.863111;-0.367707;-0.346167
405.83;191.90;21.35;-0.863111;-0.367707;-0.346167
406.02;191.82;20.96;-0.863111;-0.367707;-0.346167
406.33;191.07;20.97;-0.863111;-0.367707;-0.346167
405.71;192.58;20.94;-0.863111;-0.367707;-0.346167
405.53;192.23;21.76;-0.863111;-0.367707;-0.346167
405.02;194.26;20.67;-0.884348;-0.426775;-0.189189
404.73;194.88;20.67;-0.884348;-0.426775;-0.189189
388.11;147.81;44.43;-0.577758;0.374806;-0.725062
387.46;147.79;44.94;-0.577758;0.374806;-0.725062
389.46;148.92;43.93;-0.577758;0.374806;-0.725062
389.00;148.40;44.03;-0.577758;0.374806;-0.725062
387.25;148.76;45.60;-0.577758;0.374806;-0.725062
388.63;147.76;43.99;-0.577758;0.374806;-0.725062
389.23;149.11;44.21;-0.577758;0.374806;-0.725062
388.28;147.56;44.16;-0.577758;0.374806;-0.725062
389.01;148.04;43.83;-0.577758;0.374806;-0.725062
388.98;148.77;44.24;-0.577758;0.374806;-0.725062
387.27;147.43;44.90;-0.577758;0.374806;-0.725062
387.88;148.93;45.19;-0.577758;0.374806;-0.725062
390.29;149.47;43.55;-0.577758;0.374806;-0.725062
387.79;147.27;44.41;-0.577758;0.374806;-0.725062
388.57;148.44;44.39;-0.577758;0.374806;-0.725062
388.48;148.79;44.63;-0.577758;0.374806;-0.725062
387.88;148.43;44.93;-0.577758;0.374806;-0.725062
390.46;149.85;43.61;-0.577758;0.374806;-0.725062
387.87;147.98;44.71;-0.577758;0.374806;-0.725062
387.83;146.90;44.18;-0.577758;0.374806;-0.725062
387.28;148.42;45.40;-0.577758;0.374806;-0.725062
389.06;149.38;44.49;-0.577758;0.374806;-0.725062
389.47;148.56;43.74;-0.577758;0.374806;-0.725062
387.65;146.54;44.14;-0.577758;0.374806;-0.725062
387.24;148.05;45.24;-0.577758;0.374806;-0.725062
387.43;147.15;44.62;-0.577758;0.374806;-0.725062
387.43;146.78;44.43;-0.577758;0.374806;-0.725062
387.58;148.16;45.03;-0.577758;0.374806;-0.725062
387.63;148.60;45.21;-0.577758;0.374806;-0.725062
389.79;149.00;43.71;-0.577758;0.374806;-0.725062
388.79;149.06;44.54;-0.577758;0.374806;-0.725062
387.42;146.13;44.11;-0.577758;0.374806;-0.725062
388.11;147.20;44.11;-0.577758;0.374806;-0.725062
388.23;149.10;45.00;-0.577758;0.374806;-0.725062
390.14;149.75;43.82;-0.577758;0.374806;-0.725062
388.56;149.28;44.83;-0.577758;0.374806;-0.725062
388.69;148.14;44.14;-0.577758;0.374806;-0.725062
388.23;148.21;44.54;-0.577758;0.374806;-0.725062
387.26;146.40;44.38;-0.577758;0.374806;-0.725062
389.49;149.42;44.17;-0.577758;0.374806;-0.725062
387.73;147.61;44.62;-0.577758;0.374806;-0.725062
388.16;148.72;44.86;-0.577758;0.374806;-0.725062
389.89;149.40;43.84;-0.577758;0.374806;-0.725062
387.54;151.77;46.68;-0.577404;0.320065;-0.751108
388.88;151.28;45.44;-0.577404;0.320065;-0.751108
388.24;152.36;46.39;-0.577404;0.320065;-0.751108
387.65;150.91;46.23;-0.577404;0.320065;-0.751108
390.06;152.36;45.00;-0.577404;0.320065;-0.751108
387.28;150.18;46.20;-0.577404;0.320065;-0.751108
390.23;152.85;45.08;-0.577404;0.320065;-0.751108
387.28;149.17;45.77;-0.577404;0.320065;-0.751108
387.84;152.45;46.74;-0.577404;0.320065;-0.751108
388.62;150.81;45.44;-0.577404;0.320065;-0.751108
388.55;151.16;45.64;-0.577404;0.320065;-0.751108
387.80;150.62;45.99;-0.577404;0.320065;-0.751108
387.67;149.91;45.79;-0.577404;0.320065;-0.751108
388.21;151.24;45.94;-0.577404;0.320065;-0.751108
387.27;151.14;46.62;-0.577404;0.320065;-0.751108
389.86;152.74;45.32;-0.577404;0.320065;-0.751108
387.25;151.51;46.79;-0.577404;0.320065;-0.751108
387.24;150.74;46.47;-0.577404;0.320065;-0.751108
387.82;152.06;46.59;-0.577404;0.320065;-0.751108
389.18;152.72;45.82;-0.577404;0.320065;-0.751108
389.44;152.02;45.33;-0.577404;0.320065;-0.751108
388.64;152.60;46.18;-0.577404;0.320065;-0.751108
389.17;151.66;45.39;-0.577404;0.320065;-0.751108
387.47;149.55;45.78;-0.577404;0.320065;-0.751108
387.28;149.80;46.04;-0.577404;0.320065;-0.751108
388.26;152.00;46.22;-0.577404;0.320065;-0.751108
387.26;151.88;46.94;-0.577404;0.320065;-0.751108
389.06;152.31;45.74;-0.577404;0.320065;-0.751108
388.13;150.85;45.83;-0.577404;0.320065;-0.751108
388.59;152.22;46.06;-0.577404;0.320065;-0.751108
388.22;151.61;46.09;-0.577404;0.320065;-0.751108
389.40;152.48;45.55;-0.577404;0.320065;-0.751108
387.87;151.66;46.38;-0.577404;0.320065;-0.751108
387.47;150.54;46.21;-0.577404;0.320065;-0.751108
390.59;153.14;44.92;-0.577404;0.320065;-0.751108
387.88;151.25;46.20;-0.577404;0.320065;-0.751108
388.98;151.92;45.64;-0.577404;0.320065;-0.751108
387.88;150.28;45.79;-0.577404;0.320065;-0.751108
389.68;152.36;45.28;-0.577404;0.320065;-0.751108
388.69;151.53;45.70;-0.577404;0.320065;-0.751108
387.53;152.16;46.85;-0.577404;0.320065;-0.751108
387.59;151.36;46.47;-0.577404;0.320065;-0.751108
388.28;150.55;45.59;-0.577404;0.320065;-0.751108
388.54;151.83;45.94;-0.577404;0.320065;-0.751108
387.37;187.07;47.24;-0.575539;-0.263329;-0.774218
387.68;184.70;47.82;-0.575539;-0.263329;-0.774218
387.27;185.89;47.72;-0.575539;-0.263329;-0.774218
388.83;187.11;46.14;-0.575539;-0.263329;-0.774218
388.63;185.51;46.84;-0.575539;-0.263329;-0.774218
387.45;186.29;47.45;-0.575539;-0.263329;-0.774218
390.29;186.61;45.23;-0.575539;-0.263329;-0.774218
389.28;187.04;45.83;-0.575539;-0.263329;-0.774218
388.48;186.51;46.60;-0.575539;-0.263329;-0.774218
388.28;186.26;46.84;-0.575539;-0.263329;-0.774218
387.88;186.28;47.14;-0.575539;-0.263329;-0.774218
388.89;186.71;46.24;-0.575539;-0.263329;-0.774218
389.08;186.30;46.23;-0.575539;-0.263329;-0.774218
387.89;184.98;47.57;-0.575539;-0.263329;-0.774218
387.88;185.41;47.43;-0.575539;-0.263329;-0.774218
388.69;185.95;46.64;-0.575539;-0.263329;-0.774218
389.77;186.27;45.73;-0.575539;-0.263329;-0.774218
387.54;185.09;47.79;-0.575539;-0.263329;-0.774218
388.29;185.66;47.04;-0.575539;-0.263329;-0.774218
387.69;185.85;47.42;-0.575539;-0.263329;-0.774218
389.89;186.88;45.43;-0.575539;-0.263329;-0.774218
387.88;186.71;46.99;-0.575539;-0.263329;-0.774218
388.27;186.89;46.63;-0.575539;-0.263329;-0.774218
389.48;186.56;45.84;-0.575539;-0.263329;-0.774218
388.01;187.21;46.72;-0.575539;-0.263329;-0.774218
387.25;184.71;48.14;-0.575539;-0.263329;-0.774218
389.28;185.88;46.22;-0.575539;-0.263329;-0.774218
387.47;187.46;47.04;-0.575539;-0.263329;-0.774218
389.48;186.14;45.99;-0.575539;-0.263329;-0.774218
387.68;187.12;46.99;-0.575539;-0.263329;-0.774218
387.42;185.51;47.74;-0.575539;-0.263329;-0.774218
387.29;186.69;47.44;-0.575539;-0.263329;-0.774218
388.68;189.07;45.44;-0.577404;-0.320065;-0.751108
388.13;189.46;45.69;-0.577404;-0.320065;-0.751108
388.49;189.46;45.42;-0.577404;-0.320065;-0.751108
387.86;189.86;45.72;-0.577404;-0.320065;-0.751108
387.26;190.68;45.84;-0.577404;-0.320065;-0.751108
390.29;189.99;43.81;-0.577404;-0.320065;-0.751108
388.68;188.66;45.61;-0.577404;-0.320065;-0.751108
389.07;189.35;45.02;-0.577404;-0.320065;-0.751108
387.48;189.87;46.01;-0.577404;-0.320065;-0.751108
387.88;190.49;45.44;-0.577404;-0.320065;-0.751108
388.67;190.04;45.03;-0.577404;-0.320065;-0.751108
389.37;189.46;44.74;-0.577404;-0.320065;-0.751108
388.34;190.61;45.04;-0.577404;-0.320065;-0.751108
387.48;190.32;45.82;-0.577404;-0.320065;-0.751108
387.47;188.89;46.44;-0.577404;-0.320065;-0.751108
388.69;190.51;44.82;-0.577404;-0.320065;-0.751108
388.29;190.26;45.23;-0.577404;-0.320065;-0.751108
387.77;189.52;45.94;-0.577404;-0.320065;-0.751108
388.28;189.80;45.43;-0.577404;-0.320065;-0.751108
388.28;189.09;45.74;-0.577404;-0.320065;-0.751108
388.91;189.72;44.98;-0.577404;-0.320065;-0.751108
387.47;188.43;46.64;-0.577404;-0.320065;-0.751108
389.09;190.27;44.61;-0.577404;-0.320065;-0.751108
387.57;190.72;45.58;-0.577404;-0.320065;-0.751108
389.49;190.19;44.33;-0.577404;-0.320065;-0.751108
389.29;189.87;44.63;-0.577404;-0.320065;-0.751108
389.89;189.48;44.33;-0.577404;-0.320065;-0.751108
388.23;188.70;45.94;-0.577404;-0.320065;-0.751108
387.88;188.17;46.43;-0.577404;-0.320065;-0.751108
387.27;187.87;47.02;-0.577404;-0.320065;-0.751108
387.88;189.08;46.04;-0.577404;-0.320065;-0.751108
389.77;189.92;44.23;-0.577404;-0.320065;-0.751108
387.47;189.36;46.24;-0.577404;-0.320065;-0.751108
387.88;188.66;46.22;-0.577404;-0.320065;-0.751108
387.58;188.02;46.73;-0.577404;-0.320065;-0.751108
387.25;192.69;44.84;-0.577758;-0.374806;-0.725062
387.83;191.80;44.84;-0.577758;-0.374806;-0.725062
388.67;192.12;44.00;-0.577758;-0.374806;-0.725062
388.27;191.89;44.44;-0.577758;-0.374806;-0.725062
388.26;193.48;43.63;-0.577758;-0.374806;-0.725062
387.27;193.53;44.39;-0.577758;-0.374806;-0.725062
390.29;193.08;42.23;-0.577758;-0.374806;-0.725062
388.27;192.33;44.21;-0.577758;-0.374806;-0.725062
389.09;192.60;43.43;-0.577758;-0.374806;-0.725062
387.57;191.62;45.14;-0.577758;-0.374806;-0.725062
387.88;193.68;43.83;-0.577758;-0.374806;-0.725062
387.64;193.48;44.12;-0.577758;-0.374806;-0.725062
390.26;192.72;42.43;-0.577758;-0.374806;-0.725062
387.89;191.42;44.99;-0.577758;-0.374806;-0.725062
387.89;192.73;44.31;-0.577758;-0.374806;-0.725062
387.28;191.93;45.21;-0.577758;-0.374806;-0.725062
389.37;192.92;43.03;-0.577758;-0.374806;-0.725062
387.87;193.13;44.12;-0.577758;-0.374806;-0.725062
387.88;192.31;44.54;-0.577758;-0.374806;-0.725062
387.60;192.16;44.83;-0.577758;-0.374806;-0.725062
388.69;193.30;43.38;-0.577758;-0.374806;-0.725062
389.08;193.40;43.02;-0.577758;-0.374806;-0.725062
389.03;193.06;43.23;-0.577758;-0.374806;-0.725062
388.27;193.11;43.81;-0.577758;-0.374806;-0.725062
389.48;193.26;42.77;-0.577758;-0.374806;-0.725062
387.27;193.91;44.19;-0.577758;-0.374806;-0.725062
387.58;192.59;44.63;-0.577758;-0.374806;-0.725062
389.48;192.52;43.15;-0.577758;-0.374806;-0.725062
389.87;193.03;42.58;-0.577758;-0.374806;-0.725062
387.25;191.52;45.44;-0.577758;-0.374806;-0.725062
388.65;192.92;43.61;-0.577758;-0.374806;-0.725062
387.47;193.13;44.44;-0.577758;-0.374806;-0.725062
387.28;192.32;45.01;-0.577758;-0.374806;-0.725062
389.77;192.73;42.82;-0.577758;-0.374806;-0.725062
388.28;192.73;44.00;-0.577758;-0.374806;-0.725062
388.69;192.52;43.78;-0.577758;-0.374806;-0.725062
390.80;148.27;42.53;-0.634154;0.355585;-0.686591
390.92;149.00;42.79;-0.634154;0.355585;-0.686591
392.69;150.46;41.91;-0.634154;0.355585;-0.686591
392.30;150.33;42.21;-0.634154;0.355585;-0.686591
391.07;149.74;43.03;-0.634154;0.355585;-0.686591
392.35;149.64;41.80;-0.634154;0.355585;-0.686591
390.89;147.37;41.98;-0.634154;0.355585;-0.686591
391.49;149.41;42.48;-0.634154;0.355585;-0.686591
393.06;150.77;41.72;-0.634154;0.355585;-0.686591
